Name,Current price,Change(%),Open,High,Low,Volume
MOUNTAIN,11.39,0.0,11.46,11.51,11.39,8218
SUPER HI INTERNATIONAL HOLDING,16.56,3.31,16.45,16.59,16.17,8204
MYNARIC AG ADS,1.37,11.44,1.39,1.39,1.37,8108
FOSSIL GROUP,13.22,10.23,13.24,13.24,12.9,8106
WINTRUST FINANCIAL,25.09,10.12,25.1,25.13,25.09,8080
INDAPTUS THERAPEUTICS INC.,1.04,0.97,1.06,1.06,1.01,8053
FIRST SEACOAST BANCORP INC.,9.13,0.55,9.08,9.14,9.06,8022
ELECTRO-SENSORS INC.,4.24,12.3,4.44,4.44,4.21,7995
MANNATECH INC.,7.86,10.25,7.87,8.19,7.72,7980
SUNRISE NEW ENERGY CO. LTD,0.8,15.88,0.85,0.85,0.8,7842
PLUMAS BANCORP,48.0,10.21,47.65,48.02,47.42,7741
PRINCETON BANCORP INC.,37.01,10.43,36.75,37.7,36.48,7658
WHERE FOOD COMES FROM INC.,11.96,2.49,11.67,11.96,11.51,7603
TAITRON COMPONENTS INC.,2.7,1.12,2.67,2.72,2.63,7589
OPTEX SYSTEMS HLD.,8.94,1.71,8.95,9.12,8.67,7470
NORWOOD FINANCIAL,30.35,13.0,30.15,31.16,30.15,7448
GREAT ELM GROUP INC.,1.84,2.22,1.8,1.84,1.8,7416
XTL BIOPHARMACEUTICALS,1.85,11.6,1.85,1.9,1.7,7400
IB ACQUISITION CORP.,10.06,0.0,10.09,10.09,10.05,7398
ICC HOLDINGS INC.,23.25,0.65,23.23,23.25,23.09,7343
WAFD INC. DEPOSITARY SHARES,17.34,12.58,17.55,17.55,17.25,7336
READING INTERNATIONAL,6.36,15.07,6.8,7.11,6.36,7330
IRON HORSE ACQUISITIONS,0.2508,129.89,0.3735,0.3762,0.242,7251
MAGYAR BANCORP INC.,13.65,3.02,13.39,13.77,13.27,7226
ZHIBAO TECHNOLOGY INC.,2.8,4.48,2.69,2.95,2.66,7215
NEW YORK MORTGAGE TRUST,22.73,10.04,22.73,22.75,22.7,7203
HENNESSY ADVISORS INC.,10.42,1.66,10.38,10.49,10.26,7174
ONFOLIO HOLDINGS INC.,1.34,6.35,1.3,1.34,1.25,7122
FIRST CITIZENS BANCSHARES,23.89,10.75,24.15,24.15,23.8,7117
ELTEK,11.03,1.01,10.98,11.1,10.97,7093
PINNACLE FINANCIAL PARTNERS,24.65,10.04,24.78,24.78,24.65,7090
AGNC INVESTMENT,25.25,0.28,25.19,25.25,25.19,7048
AUSTRALIAN OILSEEDS HLD.,0.9584,10.73,0.9242,0.965,0.88,6999
BAYFIRST FINANCIAL,13.43,3.39,13.49,13.49,13.1,6994
CHEER HOLDING INC.   ORD.,2.47,0.41,2.55,2.58,2.46,6992
EURODRY LTD.,13.56,1.65,13.42,13.73,13.4,6955
FGI INDUSTRIES,0.82,1.11,0.81,0.8362,0.7857,6924
FALCON S BEYOND GLOBAL INC.,9.51,4.62,9.0,9.53,9.0,6912
DAWSON GEOPHYSICAL CO.,1.52,3.4,1.44,1.52,1.44,6908
SILICOM LTD,14.8,11.0,14.7,14.95,14.67,6855
ANGHAMI INC.,0.762,4.44,0.736,0.763,0.72,6833
MDB CAPITAL HOLDINGS LLC,8.23,11.2,8.25,8.5,7.85,6825
1895 BANCORP OF WISCONSIN INC.,10.01,0.1,10.0,10.01,9.95,6790
VTV THERAPEUTICS INC.,15.42,2.66,15.28,16.21,15.26,6783
FULTON FINANCIAL,20.79,10.38,20.54,20.86,20.54,6771
SOUTHERN STATES BANCSHARES,37.42,11.53,37.19,38.13,37.19,6658
NANOBIOTIX S.A. ADSS,3.47,10.86,3.41,3.47,3.3,6656
CARVER BANCORP INC.,1.67,0.0,1.69,1.69,1.63,6638
DAXOR CORP.,9.55,13.44,9.6,9.85,9.33,6608
BARFRESH FOOD GROUP INC.,2.9,1.05,3.04,3.04,2.85,6600
NATIONAL HEALTHCARE PROPERTIES,15.56,10.89,15.64,15.64,15.3,6576
ZIONS BANCORP.,23.6,0.0,23.58,23.6,23.42,6520
NEWTEKONE,25.65,0.55,25.54,25.65,25.54,6514
UNITED BANCORP INC.,13.2,1.38,13.08,13.31,12.85,6480
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,22.61,10.26,22.9,22.9,22.05,6473
VASTA PLATFORM LTD.,2.52,10.4,2.56,2.56,2.5,6466
WILLAMETTE VALLEY VINEYARDS,3.62,13.47,3.68,3.68,3.58,6458
SINGULAR GENOMICS SYSTEMS INC.,21.9,2.48,21.31,21.9,21.03,6410
GLADSTONE CAPITAL,25.22,0.08,25.21,25.22,25.18,6340
36KR HOLDINGS INC. ADS,3.04,11.3,3.01,3.05,2.96,6284
BASSETT FURNITURE INDUSTRIES,15.1,11.11,15.18,15.2,14.89,6273
CURRENC GROUP INC.,1.7,12.86,1.73,1.75,1.56,6266
PRENETICS GLOBAL,4.5,10.22,4.63,4.63,4.5,6235
ATLANTICUS HOLDINGS,23.84,10.04,23.8,23.9,23.71,6234
DAILY JOURNAL,572.6,12.45,582.42,582.42,569.07,6231
PIERIS PHARMACEUTICALS INC.,17.07,1.37,16.99,17.07,16.83,6186
CHECK-CAP,0.808,11.19,0.82,0.8234,0.785,6151
PINTEC TECHNOLOGY HLD.,0.9792,12.08,0.9073,1.0093,0.9073,6134
TPG,25.99,10.8,26.28,26.28,25.97,6102
RF ACQUISITION CORP II,10.17,0.0,10.2,10.2,10.17,6102
ALTERITY THERAPEUTICS,1.06,0.95,1.1,1.1,1.06,6092
NUVVE HOLDING CORP.,3.62,11.09,3.64,3.64,3.5,6063
SHIMMICK CORP.,2.1,11.41,2.1,2.13,2.1,6041
BLACKBOXSTOCKS INC.,2.62,0.77,2.64,2.7,2.62,5931
CHICAGO ATLANTIC BDC INC.,12.88,1.18,12.65,12.99,12.65,5921
PRIMEENERGY RESOURCES,204.59,0.34,200.49,204.59,199.05,5879
INFLECTION POINT ACQUISITION,10.77,0.84,10.77,10.78,10.77,5877
ALPHA STAR ACQUISITION,11.9,0.59,11.94,11.96,11.9,5861
HELIX ACQUISITION,10.42,0.0,10.55,10.56,10.42,5823
TURBO ENERGY S.A. ADS,1.53,10.65,1.53,1.54,1.49,5779
VOYAGER ACQUISITION CORP,10.02,0.0,10.02,10.02,10.02,5774
LIBERTY GLOBAL LTD.,10.89,0.0,11.6,11.6,10.35,5771
WILLIAM PENN BANCORP.,13.3,10.97,13.36,13.4,13.26,5747
SALARIUS PHARMACEUTICALS INC.,1.52,0.0,1.55,1.55,1.48,5741
ARROWMARK FINANCIAL,20.74,10.58,20.85,20.94,20.68,5729
M3-BRIGADE ACQUISITION V,10.05,0.2,10.03,10.05,10.03,5600
A SPAC III ACQUISITION,10.01,0.0,10.0,10.02,10.0,5581
NUTRIBAND INC.,4.77,0.42,4.86,4.86,4.72,5571
JVSPAC ACQUISITION,10.39,0.0,10.39,10.39,10.38,5561
ASCENT INDUSTRIES CO.,10.81,1.5,10.71,10.89,10.71,5544
TCTM KIDS IT EDUCATION,0.829,10.12,0.83,0.83,0.81,5516
TANDY LEATHER FACTORY INC.,4.07,10.97,4.21,4.21,4.07,5507
INFLECTION POINT ACQUISITION,10.86,0.0,10.86,10.9,10.86,5500
MERCHANTS BANCORP DEPOSITARY SHARES,26.08,10.8,26.2,26.45,26.05,5496
LIVE VENTURES INC.,9.06,18.48,9.62,9.7,9.03,5471
ERAYAK POWER SOLUTION GROUP,1.18,2.61,1.26,1.26,1.16,5467
INVESTORS TITLE CO.,285.67,10.22,287.1,287.1,284.14,5456
LAUNCH ONE ACQUISITION,10.05,0.0,10.04,10.06,10.04,5452
ATIF HOLDINGS LTD.,0.62,18.22,0.62,0.665,0.62,5450
WILHELMINA INTERNATIONAL INC.,3.99,1.01,3.98,4.07,3.85,5402
GORES HLD.,10.31,0.0,10.58,10.58,10.31,5400
GLADSTONE INVESTMENT,25.73,10.19,25.78,25.8,25.73,5366
CAYSON ACQUISITION CORP,9.99,0.0,9.98,9.99,9.98,5263
KEEN VISION ACQUISITION,10.87,0.0,10.88,10.88,10.87,5233
CARECLOUD,16.98,0.0,16.97,16.98,16.62,5212
GOLDEN SUN HEALTH TECHNOLOGY GROUP,2.8,16.04,2.83,2.92,2.8,5175
OXFORD LANE CAPITAL,25.98,10.15,26.04,26.05,25.98,5157
CHURCHILL CAPITAL CORP IX UNIT,10.4,0.48,10.42,10.51,10.16,5121
APREA THERAPEUTICS INC.,2.97,2.06,2.88,3.08,2.88,4991
BOREALIS FOODS INC.,5.97,1.02,5.86,6.34,5.84,4976
FRANKLIN FINANCIAL SERVICES,33.55,0.24,33.47,33.65,33.25,4944
VALLEY NATIONAL BANCORP 8.250% FIXED-RA,26.34,10.34,26.3,26.45,26.18,4938
LIONHEART HOLDINGS UNIT,10.07,0.0,10.36,10.77,10.03,4931
VALLEY NATIONAL BANCORP 5.5% FIXED TO F,25.25,10.2,25.34,25.35,25.13,4849
GLOBAL SELF STORAGE INC.,5.18,0.39,5.19,5.21,5.14,4823
BLEUACACIA LTD,11.03,0.0,11.02,11.05,11.01,4813
SOTHERLY HOTELS,17.53,11.68,17.36,17.53,16.2,4790
OFS CAPITAL CORP.,22.41,0.0,22.42,22.51,22.4,4785
CB FINANCIAL SERVICES INC.,30.9,2.62,30.39,30.98,30.39,4782
TRINITY CAPITAL,25.37,10.12,25.36,25.4,25.31,4782
GLOBUS MARITIME LTD.,1.47,10.68,1.47,1.49,1.43,4779
IF BANCORP INC.,21.6,2.86,21.5,21.64,21.5,4697
GENERATION ASIA I ACQUISITION,11.4,0.0,11.4,11.42,11.4,4628
FIRST CAPITAL INC.,32.5,10.46,32.51,32.64,32.0,4605
G. WILLI-FOOD INTERNATIONAL,14.23,13.2,14.27,14.5,14.23,4595
CENTURION ACQUISITION,10.06,0.0,10.05,10.08,10.05,4545
FIRST US BANCSHARES INC.,12.45,0.0,12.5,12.6,12.45,4545
OHIO VALLEY BANC,27.0,0.0,27.27,27.27,26.65,4533
HOVNANIAN ENTERPRISES,17.69,0.06,17.65,17.71,17.55,4503
SOUND GROUP INC. ADS,1.82,2.25,1.79,1.82,1.75,4467
HORIZON SPACE ACQUISITION II,10.0,0.1,9.99,10.0,9.99,4444
FIRST INTERNET BANCORP FIXED-TO-FLOATIN,25.24,10.24,25.26,25.27,25.1,4396
HARROW,26.1,10.53,26.16,26.22,26.1,4387
CF ACQUISITION,11.21,0.09,11.17,11.21,11.17,4368
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,8.54,0.71,8.48,8.88,8.48,4342
HAWTHORN BANCSHARES INC.,31.54,10.57,30.72,31.95,30.52,4323
MAINSTREET BANCSHARES INC.,18.62,1.09,18.45,18.84,18.4,4315
ALPHAVEST ACQUISITION CORP RIGHT,0.145,19.26,0.1581,0.16,0.14,4309
SCINAI IMMUNOTHERAPEUTICS,3.48,11.42,3.5,3.52,3.44,4277
MINGZHU LOGISTICS HLD.,1.1,10.9,1.12,1.15,1.1,4251
BLOCKCHAIN COINVESTORS ACQUISITION,11.58,0.0,11.6,11.6,11.55,4248
GENENTA SCIENCE S.P.A. ADS,4.78,10.21,4.7,4.88,4.69,4243
PB BANKSHARES INC.,14.05,0.0,14.26,14.26,14.05,4236
METAL SKY STAR ACQUISITION,0.0522,0.0,0.0462,0.0522,0.0462,4143
HIGHWAY HOLDINGS,1.91,11.04,1.93,1.93,1.9,4132
NATIONAL HEALTHCARE PROPERTIES,14.75,11.67,14.98,15.07,14.68,4107
TDH HOLDINGS INC.,1.15,13.36,1.2,1.21,1.15,4104
CHINA JO-JO DRUGSTORES INC.,2.09,3.98,2.0,2.1,1.99,4085
HITEK GLOBAL INC.  ORD.,1.36,12.16,1.29,1.36,1.29,4084
BAYVIEW ACQUISITION CORP UNIT,10.8,0.0,10.7,10.8,10.7,4078
POWELL MAX LTD.,3.11,1.3,3.15,3.18,3.1,4027
RESHAPE LIFESCIENCES INC.,5.68,11.22,5.73,5.73,5.53,4019
MEDALIST DIVERSIFIED REIT,27.0,5.59,26.39,29.11,25.16,4002
EPICQUEST EDUCATION GROUP INTERNATIONAL,1.03,1.98,0.99,1.03,0.99,3998
NEW MOUNTAIN FINANCE,25.47,10.12,25.45,25.48,25.44,3946
BAOSHENG MEDIA GROUP HLD.,1.88,14.08,1.9,1.95,1.88,3944
ORIENTAL CULTURE HOLDING LTD,1.16,14.92,1.17,1.18,1.13,3927
LIBERTY BROADBAND,23.93,10.29,24.0,24.05,23.9,3923
NCS MULTISTAGE HLD.,22.63,11.39,22.72,23.0,22.6,3919
ASIA PACIFIC WIRE & CABLE,1.97,11.01,1.94,2.02,1.9,3917
SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY,1.0,13.85,0.97,1.01,0.96,3911
TLGY ACQUISITION,11.64,0.0,11.65,11.65,11.64,3882
XOMA ROYALTY CORP.,25.27,0.04,25.25,25.35,25.25,3858
TERRITORIAL BANCORP INC.,10.95,10.73,11.02,11.07,10.94,3831
OLD POINT FINANCIAL,22.04,1.01,22.0,22.19,21.55,3809
CONNECTONE BANCORP,22.01,10.68,21.98,22.01,21.95,3770
GLADSTONE INVESTMENT,24.5,10.2,24.54,24.55,24.5,3768
LIXIANG EDUCATION HOLDING CO.,2.33,12.92,2.32,2.39,2.32,3755
MACKENZIE REALTY CAPITAL INC.,3.28,6.49,3.19,3.29,3.1,3716
PAPAYA GROWTH OPPORTUNITY,11.13,0.0,11.1,11.14,11.09,3700
CAYSON ACQUISITION CORP RIGHT,0.12,0.0,0.12,0.12,0.12,3700
NATURAL ALTERNATIVES INTERNATIONAL,4.29,10.46,4.27,4.34,4.23,3697
RHINEBECK BANCORP INC.,9.84,0.51,9.8,9.84,9.8,3671
COSCIENS BIOPHARMA INC.,3.07,10.97,3.02,3.1,3.02,3656
CANTOR EQUITY PARTNERS INC.,10.26,0.1,10.25,10.3,10.25,3655
FIDELITY D & D BANCORP INC.,53.75,11.48,54.72,54.72,53.75,3603
VERDE CLEAN FUELS INC.,4.15,2.22,4.04,4.18,4.04,3580
ISRAEL ACQUISITIONS CORP,11.28,0.0,11.28,11.28,11.28,3569
HEARTLAND FINANCIAL USA,25.36,0.24,25.31,25.36,25.3,3569
EMBRACE CHANGE ACQUISITION CORP,11.65,0.0,11.65,11.65,11.65,3540
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.1,0.0,11.1,11.1,10.96,3537
TOKYO LIFESTYLE CO.,3.43,3.31,3.18,3.43,3.18,3510
INSIGHT ACQUISITION,12.5,13.64,12.48,13.3,12.39,3490
STRATUS PROPERTIES INC.,25.59,13.14,25.9,26.24,25.59,3420
BLEICHROEDER ACQUISITION,10.0,0.0,9.99,10.0,9.99,3400
IMMURON LTD.,1.9,1.06,1.86,1.95,1.86,3365
UTSTARCOM HOLDINGS CORP,2.97,12.3,2.98,3.0,2.91,3360
ATLANTICUS HOLDINGS,23.76,11.16,24.0,24.16,23.75,3338
AIR T,17.25,11.37,17.39,17.72,17.25,3289
GIGAMEDIA LTD.,1.45,0.0,1.45,1.46,1.45,3278
SIM ACQUISITION,10.0,0.0,10.0,10.0,10.0,3269
FUTURETECH II ACQUISITION,11.05,0.0,11.01,11.27,10.1,3244
AMMO,21.57,11.19,21.21,21.6,21.21,3244
OLD MARKET CAPITAL,5.95,0.68,5.95,6.0,5.93,3201
RUNWAY GROWTH FINANCE,25.0,0.12,24.98,25.02,24.98,3191
FINWARD BANCORP,30.76,0.03,30.75,31.05,30.65,3185
FORAFRIC GLOBAL PLC,10.1,10.59,10.31,10.31,10.1,3166
OXFORD LANE CAPITAL,23.98,0.21,23.76,23.98,23.76,3141
OXFORD LANE CAPITAL,24.22,1.51,24.13,24.25,23.93,3073
OCEANFIRST FINANCIAL,25.2,0.0,25.25,25.25,25.2,3045
DIH HOLDING US INC.,1.08,4.85,1.04,1.08,1.0,3015
BAYVIEW ACQUISITION CORP ORD.,10.62,0.0,10.63,10.63,10.62,3000
INCEPTION GROWTH ACQUISITION,11.6,0.0,11.55,11.6,11.55,3000
GLOBAL STAR ACQUISITION,0.1,0.0,0.1108,0.1108,0.1,3000
FIFTH THIRD BANCORP DEPOSITARY SHARES,24.84,10.64,24.92,25.0,24.77,2994
CBL INTERNATIONAL,0.9864,12.34,0.95,0.99,0.9351,2983
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.05,10.24,25.14,25.14,25.0,2958
SYNCHRONOSS TECHNOLOGIES,24.71,11.08,24.97,24.97,24.65,2930
VALUE LINE INC.,51.3,11.63,51.7,51.7,51.02,2920
INVESTCORP AI ACQUISITION,11.65,0.0,11.64,11.65,11.64,2916
DT CLOUD ACQUISITION,0.1392,0.0,0.1479,0.1605,0.1391,2871
NABORS ENERGY TRANSITION,10.73,10.09,10.72,10.73,10.72,2849
MIDLAND STATES BANCORP,25.4,1.11,25.35,25.4,25.15,2846
RF INDUSTRIES LTD.,4.16,2.97,4.05,4.16,4.05,2833
DIME COMMUNITY BANCSHARES,27.26,0.0,27.26,27.26,27.0,2826
GLEN BURNIE BANCORP,5.91,15.44,6.06,6.06,5.91,2742
BROOKFIELD PROPERTY PARTNERS L.P. 6.375,16.15,11.46,16.4,16.4,16.06,2732
INVESTCORP AI ACQUISITION,11.69,0.09,11.88,11.88,11.69,2721
DIVERSIFIED HEALTHCARE TRUST  6.25% SEN,15.36,13.34,15.55,15.55,15.31,2686
MEDIROM HEALTHCARE TECHNOLOGIES,3.01,0.67,3.0,3.09,3.0,2629
MELAR ACQUISITION,10.14,0.0,10.13,10.15,10.11,2539
THE INTERGROUP CORP.,14.07,1.66,13.75,14.07,13.75,2537
AFFINITY BANCSHARES INC.,21.62,0.79,21.45,21.62,21.45,2532
BUKIT JALIL GLOBAL ACQUISITION 1,11.05,0.0,10.96,11.05,10.95,2500
DIME COMMUNITY BANCSHARES,19.83,10.8,20.0,20.0,19.81,2498
COLISEUM ACQUISITION,11.2,0.63,11.19,11.2,11.18,2489
XYLO TECHNOLOGIES,3.62,2.26,3.55,3.75,3.55,2480
IMPERIAL PETROLEUM,25.32,0.08,25.46,25.46,25.31,2465
GOLDEN STAR ACQUISITION,11.49,0.0,11.9,11.9,11.48,2441
EMBRACE CHANGE ACQUISITION CORP UNITS,11.65,0.0,11.65,11.65,11.65,2425
SONO-TEK CORP.,4.69,1.52,4.67,4.69,4.6,2411
ABACUS LIFE,26.33,0.34,26.25,26.35,26.25,2403
OAK WOODS ACQUISITION,11.25,10.97,11.25,11.25,11.25,2401
EUREKA ACQUISITION CORP  ORD.,10.12,0.1,10.12,10.12,10.12,2398
BRIDGEWATER BANCSHARES,19.23,0.94,19.02,19.27,18.93,2354
GREENIDGE GENERATION HLD.,10.23,14.21,10.06,10.42,10.04,2354
TRIDENT DIGITAL TECH HLD.,2.25,13.02,2.3,2.3,2.25,2340
NEW YORK MORTGAGE TRUST,25.27,10.08,25.28,25.3,25.25,2293
CNB FINANCIAL CORP.,24.7,11.0,24.7,24.7,24.7,2287
LIBERTY GLOBAL LTD.,13.5,2.43,13.8,13.8,13.46,2286
SHL TELEMEDICINE LTD ADS,2.85,110.09,2.86,2.86,2.85,2281
OXFORD LANE CAPITAL,23.76,10.04,23.75,23.79,23.75,2201
GLADSTONE INVESTMENT,23.15,10.52,23.35,23.37,23.04,2143
MURANO GLOBAL INVESTMENTS PLC,9.4,10.32,10.1,10.26,9.4,2128
OAK WOODS ACQUISITION,11.5,0.0,11.41,11.55,11.41,2106
VALUENCE MERGER,11.51,0.0,11.51,11.51,11.51,2100
ANDRETTI ACQUISITION,9.96,10.1,9.97,9.97,9.96,2068
PURETECH HEALTH PLC ADS,21.24,13.76,21.51,22.0,20.33,2049
GIGCAPITAL7,10.02,0.0,10.02,10.02,10.02,2048
PRESIDIO PROPERTY TRUST,14.45,10.34,14.16,14.5,14.16,2009
QUETTA ACQUISITION,10.52,0.1,10.53,10.54,10.52,2005
CONIFER HOLDINGS INC.,1.14,10.87,1.19,1.19,1.13,1998
QUETTA ACQUISITION,1.4,123.5,1.68,1.68,1.4,1979
MEDALIST DIVERSIFIED REIT INC.,12.38,0.57,12.15,12.38,12.15,1965
GDEV INC.,23.49,12.41,23.49,23.49,23.49,1944
DAVIS COMMODITIES,0.89,1.14,0.89,0.8901,0.89,1920
WINVEST ACQUISITION,0.0891,0.0,0.155,0.155,0.0891,1911
MOLECULAR PARTNERS AG ADS,5.64,0.36,5.78,5.78,5.57,1909
TROOPS INC.,1.68,0.0,1.64,1.71,1.64,1905
NOCERA INC.,1.07,0.0,1.07,1.07,1.04,1897
PHENIXFIN CORP.,22.8,0.0,22.76,22.85,22.76,1875
PATHFINDER BANCORP INC.,18.0,1.01,18.5,18.5,17.7,1872
FEMTO TECHNOLOGIES INC.,8.22,2.62,8.13,8.22,8.13,1834
VALUENCE MERGER,11.5,0.0,11.5,11.5,11.5,1828
NVNI GROUP LTD.,0.7511,0.48,0.853,0.853,0.7511,1820
FTAC EMERALD ACQUISITION,11.4,0.0,10.99,11.4,10.99,1800
PROVIDENT FINANCIAL HLD.,16.02,0.75,15.9,16.02,15.9,1782
WESTERN ACQUISITION VENTURES,11.54,0.0,11.19,11.55,11.19,1757
SWIFTMERGE ACQUISITION,11.2,10.44,11.17,11.2,11.15,1728
AQUARON ACQUISITION,11.1,0.0,11.09,11.1,11.09,1723
PHARMING GROUP N.V. ADS,7.45,12.61,7.61,7.65,7.41,1690
STRATA SKIN SCIENCES INC.,2.96,0.68,2.94,2.96,2.92,1687
JIANZHI EDUCATION TECHNOLOGY GROUP CO.,1.05,0.0,1.05,1.13,1.05,1657
OFS CREDIT CO.,24.96,10.4,25.13,25.21,24.96,1655
FLAG SHIP ACQUISITION,0.1101,0.0,0.1274,0.1274,0.1101,1654
EVERGREEN CORP.,12.3,0.0,12.2,12.3,12.2,1644
DONEGAL GROUP INC.,14.9,3.83,14.8,15.25,14.8,1637
BLOCKCHAIN COINVESTORS ACQUISITION,11.56,0.0,11.54,11.6,11.54,1631
INCEPTION GROWTH ACQUISITION,11.72,0.0,11.79,11.79,11.72,1595
VALLEY NATIONAL BANCORP 6.25% FIXED-TO-,24.96,0.32,24.85,24.96,24.75,1585
SOUND FINANCIAL BANCORP INC.,53.5,10.13,53.98,54.0,52.45,1572
WILLAMETTE VALLEY VINEYARDS,3.35,1.21,3.32,3.38,3.31,1559
APX ACQUISITION,11.89,0.08,11.89,11.89,11.89,1559
SELECTIVE INSURANCE GROUP,19.02,11.19,18.99,19.13,18.99,1529
PATRIA LATIN AMERICAN OPPORTUNITY ACQUI,11.63,0.0,11.63,11.63,11.63,1527
XCEL BRANDS INC,0.708,3.43,0.69,0.708,0.69,1501
ALPHAVEST ACQUISITION CORP,11.25,0.0,11.25,11.25,11.25,1491
PEARL HLD.,11.19,0.0,11.1,11.19,10.98,1476
JIUZI HOLDINGS INC.,1.36,0.0,1.33,1.36,1.29,1472
GLADSTONE LAND CORP.,25.06,0.24,24.84,25.06,24.76,1468
PRECIPIO INC.,5.95,0.85,5.9,5.95,5.87,1450
TRINITY CAPITAL,25.37,0.04,25.37,25.37,25.37,1448
BLUE OCEAN ACQUISITION CORP,11.53,5.78,11.52,11.53,11.52,1444
GREAT ELM CAPITAL,25.16,10.16,25.15,25.16,25.07,1427
CAPITAL SOUTHWEST,25.76,0.35,25.67,25.76,25.67,1426
ANDRETTI ACQUISITION,10.01,10.2,10.01,10.01,10.01,1420
BRIGHTSPRING HEALTH SERVICES,68.06,11.97,66.93,68.18,66.93,1416
J. W. MAYS INC.,42.0,0.0,44.0,44.0,42.0,1405
DUET ACQUISITION,11.33,0.0,11.38,11.39,11.31,1401
OXFORD LANE CAPITAL,24.09,0.08,24.11,24.11,24.09,1390
HARROW,25.4,0.04,25.4,25.4,25.34,1349
ASTRONOVA INC.,15.19,2.22,14.97,15.19,14.97,1318
OPTICAL CABLE CORP.,2.35,2.17,2.3,2.35,2.3,1303
DESWELL INDUSTRIES INC.,2.64,12.22,2.65,2.71,2.64,1301
CSLM ACQUISITION,0.23,0.0,0.23,0.23,0.23,1300
SEMILUX INTERNATIONAL,1.34,3.08,1.4,1.4,1.31,1299
DISTOKEN ACQUISITION,0.11,0.0,0.1162,0.1162,0.1054,1294
VILLAGE BANK AND TRUST FINANCIAL,77.9,0.0,77.3,77.9,77.3,1284
POPULAR,25.51,0.0,25.51,25.51,25.51,1215
STAR EQUITY HLD.,9.59,2.35,9.58,9.59,9.51,1193
TIAN RUIXIANG HLD.,1.69,12.87,1.74,1.74,1.67,1192
NEWTEKONE,25.33,0.76,25.57,25.57,25.33,1191
NEW PROVIDENCE ACQUISITION,12.2,0.0,11.2,12.2,11.2,1187
FLAG SHIP ACQUISITION,10.15,0.3,10.15,10.15,10.15,1158
NEW PROVIDENCE ACQUISITION,10.9,0.0,11.03,11.05,10.9,1142
HCM II ACQUISITION,10.06,10.4,10.1,10.1,10.06,1134
ATLANTIC COASTAL ACQUISITION,8.05,0.0,8.05,8.05,8.05,1119
CARTESIAN GROWTH,11.62,0.0,11.62,11.62,11.62,1118
SWK HOLDINGS CORP.,25.48,0.0,25.5,25.5,25.41,1115
WHEELER REAL ESTATE INVESTMENT TRUST,145.5,0.0,145.5,145.5,145.5,1112
SOTHERLY HOTELS,17.5,10.74,17.44,17.5,17.44,1110
TECTONIC FINANCIAL,10.33,0.29,10.3,10.33,10.28,1104
YHN ACQUISITION I,10.19,0.0,10.14,10.19,10.14,1095
AUBURN NATIONAL BANCORP.,23.66,3.27,23.77,24.0,23.66,1039
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.11,11.95,25.22,25.22,25.11,1032
SYLA TECHNOLOGIES CO.,1.71,0.0,1.74,1.74,1.7,1027
ISRAEL ACQUISITIONS CORP UNIT,11.26,0.0,11.25,11.26,11.24,1024
OXFORD LANE CAPITAL,23.01,0.92,23.03,23.03,23.0,1004
BROAD CAPITAL ACQUISITION CORP,11.67,0.0,11.65,11.67,11.65,1003
SANGOMA TECHNOLOGIES,6.13,12.08,6.14,6.14,6.01,996
HENNESSY ADVISORS,24.0,0.0,23.85,24.0,23.85,952
BAYVIEW ACQUISITION CORP RIGHT,0.1749,0.0,0.175,0.175,0.1749,950
ALPHATIME ACQUISITION CORP RIGHT,0.156,0.0,0.1753,0.1753,0.156,941
CFSB BANCORP INC.,6.7,0.9,6.78,6.79,6.64,939
CHARLES & COLVARD,1.29,0.0,1.29,1.32,1.28,928
KENTUCKY FIRST FEDERAL BANCORP,2.61,0.38,2.68,2.68,2.61,885
CYCLACEL PHARMACEUTICALS,6.94,0.0,5.95,6.94,5.58,876
SIM ACQUISITION,10.04,10.3,10.04,10.05,10.04,870
DP CAP ACQUISITION CORP I UNIT,12.01,0.0,11.81,12.01,11.81,855
XOMA ROYALTY CORP.,25.98,0.89,25.9,25.98,25.9,813
JEWETT-CAMERON TRADING CO.,4.33,10.46,4.25,4.33,4.25,806
BELLEVUE LIFE SCIENCES ACQUISITION,11.74,0.0,11.5,11.74,11.5,805
METAL SKY STAR ACQUISITION,11.39,0.0,11.39,11.39,11.39,801
BROAD CAPITAL ACQUISITION CORP UNITS,11.31,0.0,11.46,11.49,11.31,800
SENTAGE HOLDINGS INC.,1.95,2.09,1.95,1.95,1.95,756
BANK OF THE JAMES FINANCIAL GROUP,14.76,0.07,14.35,14.88,14.35,749
IRON HORSE ACQUISITIONS,10.8,0.0,10.79,10.8,10.79,745
PARANOVUS ENTERTAINMENT TECHNOLOGY,0.965,12.21,0.9659,0.9659,0.965,738
FIRST MERCHANTS,25.53,0.0,25.79,25.79,25.4,724
FTAI AVIATION,26.23,10.08,26.21,26.23,26.21,715
PLUM ACQUISITION,11.1,0.0,11.1,11.1,11.1,710
